LATITUDE,LONGITUDE,ALTITUTE(km),SPEED(km/s),AZIMUTH,AZIMUTH(CATEGORY),ELEVATION,RIGHT_ASCENSION(h),RIGHT_ASCENSION(m),RIGHT_ASCENSION(s),DECLINATION(°),DECLINATION(;),DECLINATION(;;),Local_Sideral_Time(h),Local_Sideral_Time(m),Local_Sideral_Time(s)
27.28,25.71,778.28,7.46,129.8,SE,1.6,9.0,0.0,8.0,-25.0,58.0,0.0,5.0,8.0,42.0
26.68,25.56,778.12,7.46,130.9,SE,1.1,8.0,57.0,34.0,-26.0,55.0,47.0,5.0,8.0,52.0
26.09,25.41,777.96,7.46,131.9,SE,0.7,8.0,55.0,4.0,-27.0,52.0,24.0,5.0,9.0,2.0
25.5,25.26,777.81,7.46,132.9,SE,0.3,8.0,52.0,38.0,-28.0,47.0,53.0,5.0,9.0,12.0
24.91,25.11,777.67,7.46,133.9,SE,-0.1,8.0,50.0,15.0,-29.0,42.0,15.0,5.0,9.0,22.0
24.31,24.96,777.52,7.46,134.9,SE,-0.5,8.0,47.0,56.0,-30.0,35.0,32.0,5.0,9.0,32.0
23.66,24.8,777.37,7.46,135.9,SE,-1.0,8.0,45.0,27.0,-31.0,32.0,55.0,5.0,9.0,43.0
23.07,24.65,777.23,7.46,136.8,SE,-1.4,8.0,43.0,15.0,-32.0,24.0,1.0,5.0,9.0,53.0
22.48,24.51,777.09,7.46,137.6,SE,-1.8,8.0,41.0,6.0,-33.0,14.0,7.0,5.0,10.0,3.0
21.88,24.36,776.96,7.46,138.5,SE,-2.3,8.0,39.0,0.0,-34.0,3.0,15.0,5.0,10.0,13.0
21.29,24.22,776.84,7.46,139.3,SE,-2.7,8.0,36.0,57.0,-34.0,51.0,27.0,5.0,10.0,23.0
20.7,24.07,776.71,7.46,140.1,SE,-3.1,8.0,34.0,57.0,-35.0,38.0,44.0,5.0,10.0,33.0
20.1,23.93,776.59,7.46,140.9,SE,-3.5,8.0,33.0,0.0,-36.0,25.0,8.0,5.0,10.0,44.0
19.51,23.79,776.47,7.46,141.7,SE,-3.9,8.0,31.0,5.0,-37.0,10.0,42.0,5.0,10.0,54.0
18.92,23.65,776.36,7.46,142.4,SE,-4.3,8.0,29.0,14.0,-37.0,55.0,25.0,5.0,11.0,4.0
18.32,23.51,776.25,7.46,143.1,SE,-4.7,8.0,27.0,25.0,-38.0,39.0,21.0,5.0,11.0,14.0
17.73,23.37,776.15,7.46,143.8,SE,-5.1,8.0,25.0,38.0,-39.0,22.0,31.0,5.0,11.0,24.0
17.13,23.23,776.05,7.46,144.5,SE,-5.6,8.0,23.0,54.0,-40.0,4.0,56.0,5.0,11.0,34.0
16.54,23.09,775.95,7.46,145.2,SE,-6.0,8.0,22.0,13.0,-40.0,46.0,38.0,5.0,11.0,44.0
15.95,22.95,775.85,7.46,145.8,SE,-6.4,8.0,20.0,33.0,-41.0,27.0,39.0,5.0,11.0,54.0
15.35,22.82,775.76,7.46,146.5,SE,-6.8,8.0,18.0,56.0,-42.0,7.0,59.0,5.0,12.0,4.0
14.93,22.72,775.7,7.46,146.9,SE,-7.1,8.0,17.0,50.0,-42.0,35.0,50.0,5.0,15.0,37.0
